KEY,Vietnamese,English
Rearm_level2_des,Tỉ lệ làm mới tăng thành [RearmEffect_param1_1]%,
Rearm_level3_des,Tỉ lệ làm mới tăng thành [RearmEffect_param1_2]%,
Pierce,Hàm Mô Công,
Pierce_des,"Dùng nội lực bao quanh người, lao đến húc vào mục tiêu gây sát thương [param1_0]% sức tấn công và làm Choáng hắn [StunEffect_duration_0]s.",
Pierce_level2_des,sát thương tăng thành [param1_1]% sức tấn công.,
Pierce_level3_des,Những kẻ địch trong bán kính [radiusAOE]m quanh mục tiêu cũng bị Choáng [StunEffect_duration_0]s,
Pierce_level4_des,Địch trong bản kính [radiusAOE]m bị giảm [ReduceMagicAmpEffect_param1_3]% Kháng Chiêu Thức trong [ReduceMagicAmpEffect_duration_0]s,
ChargeOfDeath,Huyết Ngưng Thất Bộ,
ChargeOfDeath_des,"Lướt đến kẻ địch xa nhất, gây sát thương trên đường lao đi bằng [param1_0]% sức tấn công, những kẻ trên đường bị ngã [param2_0]s.
Nếu dính hiệu ứng dạng Choáng, Đẩy Lùi, Hất Tung, Trói Chân sẽ tự động hóa giải các hiệu ứng xấu và ngay lập tức sử dụng chiêu này.",
ChargeOfDeath_level2_des,Mục tiêu chính khi trúng đòn sẽ bị mất [param6_0]% Sinh Lực tối đa mỗi giây trong [param7_0]s,
ChargeOfDeath_level3_des,"Mỗi kẻ địch bị húc trúng thì bản thân được tăng [param3_0]% sức tấn công và [param3_1]% phòng ngự trong [param4_0]s, tối đa 100%.",
CurseOfKnight,Hủ Cốt Chưởng,
CurseOfKnight_des,"Mỗi chưởng của Âu Dương Phong đều khiến địch nhận 1 hiệu ứng ""Hủ Cốt"" trong [ModifyReceiveDmgNormalAttackEffect_param3_0]s, đủ [ModifyReceiveDmgNormalAttackEffect_param1_0] tầng ""Hủ Cốt"" thì gây sát thương theo [ModifyReceiveDmgNormalAttackEffect_param2_0]% sinh lực tối đa của kẻ địch, sát thương không xuyên thủ. Hủ Cốt sau khi chồng đủ [ModifyReceiveDmgNormalAttackEffect_param1_0] tầng thì hết thời gian sẽ đếm lại từ đầu.",
CurseOfKnight_level2_des,Sát thương khi nổ tăng thành [ModifyReceiveDmgNormalAttackEffect_param2_1]%,
CurseOfKnight_level3_des,Thời gian tồn tại của Hủ Cốt tăng lên thành [ModifyReceiveDmgNormalAttackEffect_param3_2]s,
WarCry,Lục Chỉ Cầm Ma,
WarCry_des,"Tăng [RaiseAtkSpeedInternalEffect_param1_0]% Tốc Độ Đánh cho toàn bộ đồng đội, duy trì [RaiseAtkSpeedInternalEffect_duration_0]s. Bản thân nhận thêm Kháng Toàn Bộ hiệu ứng xấu trong [GodEffect_duration_0]s.",
WarCry_level2_des,Tăng thêm [RaiseAtkEffect_param1_0]% Sức Tấn Công cho toàn đội trong [RaiseAtkEffect_duration_0]s,
WarCry_level3_des,Thời gian duy trì của tăng tốc và tăng công lên thành [RaiseAtkEffect_duration_2]s.,
TienThienCong,Tiên Thiên Công,
TienThienCong_des,"Lao đến chém 1 kẻ địch gần nhất với sát thương [param1_0]% sức tấn công, nếu hắn có Nội Lực bằng hoặc thấp hơn 30% hoặc đang dính hiệu ứng mất nội lực từ Kim Nhạn thì sát thương tăng lên thành [param2_0]%, bị vô hiệu hóa các chiêu thức Nội Tại và bị mất đi các hiệu ứng tăng Công trên người từ võ công trong [param3_0]s.",
TienThienCong_level2_des,"Kết thúc chiêu thức, kẻ địch bị ngã [param5_0]s, mỗi kẻ trúng đòn đều dính hiệu ứng Kim Nhạn trong [param7_1]s",
TienThienCong_level3_des,Tấn công [param4_2] mục tiêu,
TienThienCong_level4_des,Tấn công [param4_3] mục tiêu,
ToanChanKiemPhap,Toàn Chân Kiếm Pháp,
ToanChanKiemPhap_des,"Chọn 3 kẻ địch có Nội lực lớn nhất, lao đến chém mỗi kẻ 1 nhát với sát thương [param1_0]% sức tấn công, kẻ trúng đòn mất [param2_0] Nội Lực và hồi lại cho Vương Trùng Dương. Trong thời gian thi triển miễn nhiễm sát thương và hiệu ứng xấu.",
ToanChanKiemPhap_level2_des,Nội lực mất đi của kẻ địch tăng thành [param2_1],
ToanChanKiemPhap_level3_des,Nếu Nội Lực của địch về 0 thì sẽ Choáng [param3_2]s.,
KimNhanCong,Kim Nhạn Công,
KimNhanCong_des,"Xuất chiêu khiến 1 kẻ trúng đòn bay ngược về phía sau [param2_0]m và ngã ra đất [param3_0]s, nhận sát thương [param1_0]% sức tấn công. Kẻ địch sẽ bị dính hiệu ứng Kim Nhạn, dùng võ công sẽ tự tiêu hao [param5_0]% Nội Lực Tối Đa (không tính khi dùng nộ), tồn tại [param4_0]s",
KimNhanCong_level2_des,Sát thương tăng lên thành [param1_1]%,
KimNhanCong_level3_des,Nội Lực Tối Đa mà kẻ địch tiêu hao khi dính Kim Nhạn tăng lên thành [param5_2]%,
ThienHaDaiDao,Thiên Hạ Đại Đạo,
ThienHaDaiDao_des,"Dùng chân khí hộ thể, chắn được sát thương bằng 250% Sức Tấn Công bản thân, chân khí khi biến mất sẽ tự động tạo lại mỗi 5s",
ThienHaDaiDao_level2_des,"Trong thời gian Chân Khí hộ thể, sát thương nhận vào [param3_1]%",
ThienHaDaiDao_level3_des,Sát Thương bạo kích của địch giảm [ChangeCritDmgEnemyOnGetHitEffect_param3_2]% trong [ChangeCritDmgEnemyOnGetHitEffect_param2_2]s nếu tấn công vào Vương Trùng Dương,
SamVIII,Long Tượng Bát Nhã Công,
SamVIII_des,"Bắn ra [param2_0] chưởng ngẫu nhiên lên chiến trường, mỗi chưởng gây sát thương [param1_0]% sức tấn công.",
SamVIII_level2_des,Kẻ địch đang bị giảm Kháng Chưởng bởi Ngũ Luân Đại Chuyển nhận thêm [param3_1]% sát thương,
SamVIII_level3_des,Kẻ địch đang bị giảm Chính Xác bởi Cầm Long Thủ nhận thêm [param4_2]% sát thương,
SamVIII_level4_des,Tăng [RaiseDefenseEffect_param1_3]% Phòng Ngự trong 4s,
Whirling,Ngũ Luân Đại Chuyển,
Whirling_des,"Dùng Kim Luân xoay quanh người, khiến kẻ địch trong bán kính [radiusAOE]m bị [AddMagicalResistanceEffect_param1_0]% Kháng Sát Thương Võ Công trong [AddMagicalResistanceEffect_duration_0]s",
Whirling_level2_des,Bắt những kẻ trong bán kính ảnh hưởng phải tấn công mình trong [TauntEffect_duration_0]s,
Whirling_level3_des,[AddMagicalResistanceEffect_param1_2]% Kháng Sát Thương Võ Công của địch,
RocketFlare,Cầm Long Thủ,
RocketFlare_des,"Chưởng ra 1 con rồng vào kẻ địch có sức tấn công cao nhất, gây sát thương theo [param1_0]% sức tấn công và giảm [ReduceOtherHitEffect_param1_0] Chính Xác của hắn trong [ReduceOtherHitEffect_duration_0]s",
RocketFlare_level2_des,Tăng sát thương lên [param1_1]% sức tấn công,
RocketFlare_level3_des,Tấn công [param2_2] mục tiêu,
ReactiveArmor,Bất Động Minh Vương Ấn,
ReactiveArmor_des,"Mỗi lần nhận sát thương đánh thường, bản thân được tăng [RaiseDefOnHitByNormalAttackEffect_param1_0]% Phòng ngự trong [RaiseDefOnHitByNormalAttackEffect_param2_0]s, tăng tối đa [RaiseDefOnHitByNormalAttackEffect_param3_0]% phòng ngự. ",
ReactiveArmor_level2_des,Tăng tối đa [RaiseDefOnHitByNormalAttackEffect_param3_1]% Phòng Ngự,
ReactiveArmor_level3_des,Tăng [RaiseDefOnHitByNormalAttackEffect_param1_2]% phòng ngự mỗi lần nhận sát thương đánh thường trong [RaiseDefOnHitByNormalAttackEffect_param2_2]s,
NhuLaiThienDiep,Như Lai Thiên Diệp,
NhuLaiThienDiep_des,"Cả đội nhận được Bá Thể (Kháng mọi hiệu ứng xấu) trong [param3_0]s, khi dùng chưởng thì gỡ hiệu ứng có hại trên người cả đội.",
NhuLaiThienDiep_level2_des,"Trong thời gian Bá Thể, cả đội nhận ngẫu nhiên [param1_1] trong các hiệu ứng + [param4_0]% Kháng Bạo Kích/ +[param4_0]% Kháng Võ Công/ +[param4_0]% Kháng Đánh Thường/ +[param4_0]% Hấp Huyết",
NhuLaiThienDiep_level3_des,"Nhận ít nhất [param1_2] hiệu ứng, tỉ lệ [param2_2]% nhận được tất cả các hiệu ứng hỗ trợ, đồng đội Sức Tấn Công lớn nhất nhận tất cả các hiệu ứng.",
NhuLaiThienDiep_level4_des,"Tỉ lệ [param2_3]% nhận tất cả các hiệu ứng hỗ trợ, đồng đội Sức Tấn Công lớn nhất nhận tất cả các hiệu ứng.",
ThaiToTruongQuyen,Thái Tổ Trường Quyền,
ThaiToTruongQuyen_des,"Đấm 3 phát về phía trước, gây sát thương [param1_0]% sức tấn công mỗi đấm lên bán kính 3m.
Nếu trên người đang có hiệu ứng từ Như Lai Thiên Diệp, mỗi kẻ địch trúng đòn sẽ cộng thêm 1s hiệu ứng cho Như Lai Thiên Diệp. Khi thi triển thì phục hồi lại 100 Nội Lực",
ThaiToTruongQuyen_level2_des,Sát thương tăng thành [param1_1]%,
ThaiToTruongQuyen_level3_des,Đòn thứ 3 đánh ngã 1 mục tiêu ngẫu nhiên 3s,
ViDaChuong,Vi Đà Chưởng,
ViDaChuong_des,"Vào trận thì ngay lập tức thi triển, tụ khí trong [param1_0]s, khi Tụ Khí thì giảm [ModifyDamageReceivedEffect_param2_0]% sát thương của địch.
- Bị dính hiệu ứng xấu, ngắt tụ khí, hồi 100 Nội Lực, giải hiệu ứng xấu, gây sát thương 250% sức tấn công và Choáng 3s vào 1 kẻ địch.
- Hết tụ khí, Gây sát thương 200% sức tấn công lên bán kính 3m, đẩy lùi kẻ địch 2m và giảm 20% sức tấn công của địch trong 4s",
ViDaChuong_level2_des,"Thời gian tụ khí tăng lên [param1_1]s, mỗi giây phục hồi [RegenerateHPIntervalEffect_param1_1]% Máu",
ViDaChuong_level3_des,Tăng [RaiseDefenseEffect_param1_2]% Thủ trong thời gian tụ khí. Khi tấn công thì hấp huyết [param2_2]%.,
KimChungTrao,Kim Chung Tráo,
KimChungTrao_des,"Giảm [KimChungTraoEffect_param1_0]% mọi loại sát thương phải nhận, khi bị hiệu ứng xấu thì hiệu quả giảm sát thương x2",
KimChungTrao_level2_des,"Giảm [KimChungTraoEffect_param1_1]% mọi loại sát thương phải nhận, bị hiệu ứng xấu thì hiệu quả x2",
KimChungTrao_level3_des,"Khi bị hiệu ứng xấu, bản thân nhận được hiệu ứng phục hồi [KimChungTraoEffect_param2_2]% sinh lực mỗi giây trong thời gian dính hiệu ứng xấu.",
NgaMiKiemPhap,Nga Mi Kiếm Pháp,
NgaMiKiemPhap_des,"Nhảy đến sau lưng kẻ địch, đâm liên tục vào người hắn 5 chiêu, mỗi chiêu gây sát thương [param1_0]% sức tấn công, nếu kẻ địch là Nam Đệ Tử thì kết thúc chiêu thức sẽ bị cấm đánh thường [param3_0]s",
NgaMiKiemPhap_level2_des,Sát thương tăng thành [param1_1]% mỗi chiêu,
NgaMiKiemPhap_level3_des,"Kết thúc chiêu thức, bản thân kháng mọi hiệu ứng xấu trong [param3_2]s.",
NgaMiKiemPhap_level4_des,Hồi lại sinh lực cho bản thân theo [param4_3]% sát thương gây ra cho kẻ địch,
PhongSuongTuyetAnh,Phong Sương Tuyết Ảnh,
PhongSuongTuyetAnh_des,"Tấn công kẻ địch trên 1 đường thẳng, ngang 2m, dài 10m với sát thương [param1_0]% sức tấn công, những kẻ trúng đòn có tỉ lệ [param2_0]% giảm [ReduceCritEffect_param1_0]% tỉ lệ bạo kích hiện tại, nếu hắn là Nam Đệ Tử, tỉ lệ bạo kích giảm gấp đôi.",
PhongSuongTuyetAnh_level2_des,Sát thương tăng thành [param1_1]%,
PhongSuongTuyetAnh_level3_des,Tỉ lệ giảm bạo kích tăng thành [param2_2]%,
PhieuTuyetXuyenVan,Phiêu Tuyết Xuyên Vân,
PhieuTuyetXuyenVan_des,"Mỗi đòn tấn công đều giảm [PhieuTuyetXuyenVanEffect_param1_0]% tốc độ đánh của địch và tăng cho bản thân trong [PhieuTuyetXuyenVanEffect_param4_0]s, xếp chồng [PhieuTuyetXuyenVanEffect_param2_0] lần.",
PhieuTuyetXuyenVan_level2_des,"Nếu kẻ địch là Nam, tỉ lệ bạo kích bản thân tăng [PhieuTuyetXuyenVanEffect_param3_1]%",
PhieuTuyetXuyenVan_level3_des,"Khi bị dính hiệu ứng xấu, có tỉ lệ [CallTheSimpEffect_param1_2]% chuyển hiệu ứng xấu đó sang cho 1 đồng đội là Nam đệ tử ngay lập tức",
BangCoNgocCotCong,Băng Cơ Ngọc Cốt Công,
BangCoNgocCotCong_des,"Ưu tiên tìm và tấn công Nam Đệ Tử của địch.
Sát thương khi đánh vào Nam Đệ Tử tăng [RaiseAtkWhenAttackMaleEffect_param1_0]%",
BangCoNgocCotCong_level2_des,Chính xác tăng [RaiseHitWhenAttackMaleEffect_param1_1] khi tấn công Nam Đệ Tử,
BangCoNgocCotCong_level3_des,Giảm [ReduceDamageReceivedFromMaleEffect_param1_2]% mọi loại sát thương phải nhận khi bị Nam Đệ Tử tấn công.,
ThanhKhiHoangKimGiapAbility,Bất Diệt Kim Thân,
ThanhKhiHoangKimGiapAbility_des,"[PaybackDmgEffect_param1_0]% Sinh lực mất đi sẽ phản lại cho toàn bộ kẻ địch, chia đều cho tất cả các mục tiêu còn lại trên chiến trường. Không có tác dụng khi Sinh Lực bản thân xuống dưới 10. Sát Thương bỏ qua Phòng Thủ và Kháng Chiêu Thức",
ThanhKhiHoangKimGiapAbility_level2_des,"[PaybackDmgEffect_param1_1]% Sinh lực mất đi sẽ phản lại cho toàn bộ kẻ địch, chia đều cho tất cả các mục tiêu còn lại trên chiến trường. Không có tác dụng khi Sinh Lực bản thân xuống dưới 10. Sát Thương bỏ qua Phòng Thủ và Kháng Chiêu Thức",
ThanhKhiHoangKimGiapAbility_level3_des,"[PaybackDmgEffect_param1_2]% Sinh lực mất đi sẽ phản lại cho toàn bộ kẻ địch, chia đều cho tất cả các mục tiêu còn lại trên chiến trường. Không có tác dụng khi Sinh Lực bản thân xuống dưới 10. Sát Thương bỏ qua Phòng Thủ và Kháng Chiêu Thức",
ThuyKyLanSkill,Băng Sơn Dung Thủy,
ThuyKyLanSkill_des,Dùng nước nhấn chìm kẻ địch,
HoaKyLanSkill,Liệt Hỏa Phần Thiên,
HoaKyLanSkill_des,Hỏa diễm đốt cháy tất cả mọi thứ,
HonDonKyLanSkill,Nguyên Ám,
HonDonKyLanSkill_des,Bóng tối vô tận nuốt trọn trời đất,
MiAnhKiemPhap,Mị Ảnh Kiếm Pháp,
MiAnhKiemPhap_des,"Chém 1 kẻ địch 3 nhát kiếm, mỗi nhát gây sát thương [param2_0]% Sức Tấn Công. Kết thúc chiêu thì tốc độ tấn công tăng [RaiseAtkSpeedEffect_param1_0]% trong [RaiseAtkSpeedEffect_duration_0]s.",
MiAnhKiemPhap_level2_des,Tạo khiên cho bản thân bằng [MitigateDmgEffect_param1_1]% Sức Tấn Công trong [MitigateDmgEffect_duration_1]s,
MiAnhKiemPhap_level3_des,Thời gian tăng tốc đánh lên thành [RaiseAtkSpeedEffect_duration_2]s,
MiAnhKiemPhap_level4_des,"Địch bị Choáng [StunEffect_duration_3]s, bản thân Triệu Mẫn nhận 3 điểm Chiến Ý",
DapTuyetTamMai,Đạp Tuyết Tầm Mai,
DapTuyetTamMai_des,"Gây sát thương [param1_0]% Sức Tấn Công theo đường thẳng. Kẻ trúng đòn bị Choáng [StunEffect_duration_0]s.
Mỗi kẻ trúng đòn thì Triệu Mẫn nhận 1 điểm Chiến Ý",
DapTuyetTamMai_level2_des,Địch bị giảm [ReduceAtkSpeedEffect_param1_1]% Tốc độ đánh trong [ReduceAtkSpeedEffect_duration_1]s,
DapTuyetTamMai_level3_des,"Thời gian Choáng tăng thành [StunEffect_duration_2]s, Giảm [ReduceAtkSpeedEffect_param1_2]% Tốc đánh trong [ReduceAtkSpeedEffect_duration_2]s",
MucLoanTinhMe,Mục Loạn Tình Mê,
MucLoanTinhMe_des,"Chém 5 chiêu, mỗi chiêu [param2_0]% Công lên vùng diện tích hình quạt trước mặt. Chiêu thức bỏ qua [param3_0]% Thủ của địch",
MucLoanTinhMe_level2_des,Địch máu nhỏ hơn 50% thì nhận sát thương [param6_1]%,
MucLoanTinhMe_level3_des,Hấp huyết [param7_2]% khi dùng chiêu này.,
DiBoHoanHinh,Di Bộ Hoán Hình,
DiBoHoanHinh_des,"Mỗi đòn đánh thường sẽ nhận 1 điểm Chiến Ý. Chiến Ý tích đủ [WarTrackEffect_param1_0] điểm thì phát nổ, gây sát thương [WarTrackEffect_param2_0]% Công lên vùng bán kính [WarTrackEffect_param3_0]m quanh người và hồi lại [WarTrackEffect_param4_0]% Sinh Lực Tối Đa cho Triệu Mẫn (Khi phát nổ thì Chiến Ý về 0)",
DiBoHoanHinh_level2_des,Tốc độ đánh tăng [RaiseAtkSpeedEffect_param1_1]%,
DiBoHoanHinh_level3_des,Né tránh tăng [AddOtherEvasionEffect_param1_2]%,
NgocNuToTamKiemPhap,Ngọc Nữ Tố Tâm Kiếm,
NgocNuToTamKiemPhap_des,"Chọn 1 mục tiêu ngẫu nhiên, ném kiếm cắm xuống đầu hắn và tạo 1 vòng kiếm khí. Gây sát thương [param1_0]% Công lên mục tiêu và kẻ địch trong bán kính [param2_0]m quanh hắn.
Những kẻ địch trong bán kính [param2_0]m quanh mục tiêu bị hút vào giữa vòng kiếm khí, Cấm Võ Công [SilenceEffect_duration_0]s. Những kẻ địch trong bán kính [param2_0]m bị giảm [SlowAOEEffect_param1_0]% Tốc Chạy. Vòng kiếm khí tồn tại [SlowAOEEffect_duration_0]s.",
NgocNuToTamKiemPhap_level2_des,Bán kính tăng lên [param2_1]m,
NgocNuToTamKiemPhap_level3_des,Cấm võ công [SilenceEffect_duration_2]s,
NgocNuToTamKiemPhap_level4_des,Vòng kiếm khí tồn tại [SlowAOEEffect_duration_3]s,
NgheThuongVuY,Nghê Thường Vũ Y,
NgheThuongVuY_des,"Nhảy múa khiến [MindControlEffect_param1_0] kẻ địch bị điều khiển trong [MindControlEffect_duration_0]s và tăng [RaiseAtkSpeedEffect_param1_0]% Tốc Độ Tấn Công cho hắn, tự tấn công quân mình và không có võ công. Không thể giải trừ trạng thái bị điều khiển, kẻ bị điều khiển không được tăng Nội Lực. Nếu địch còn 1 người thì chiêu thức không được thi triển.",
NgheThuongVuY_level2_des,"Điều khiển [MindControlEffect_param1_1] kẻ địch (nếu địch chỉ còn lại 2 người thì chỉ điều khiến được 1, nếu địch còn 1 thì chiêu thức không được thi triển)",
NgheThuongVuY_level3_des,Địch có võ công (không có Nộ Chiêu),
LuuVanTram,Lưu Vân Trảm,
LuuVanTram_des,"Bị tấn công thì biến mất trong [param1_0]s, chỗ cũ xuất hiện 1 phân thân. Phân thân có 0% Công, nhận 100% Sát Thương, tồn tại [param4_0]s, bản thân nhảy lùi về sau 2m, có thể tránh được cả những võ công Không Thể Né.",
LuuVanTram_level2_des,"Xuất hiện lại thì nhận Bá Thể [param3_1]s, kháng toàn bộ các trạng thái xấu.",
LuuVanTram_level3_des,Hư ảnh có Nội Tại,
ThienTamKiemQuyet,Thiên Tâm Kiếm Quyết,
ThienTamKiemQuyet_des,"Đòn tấn công của Lâm Triều Anh xuyên qua kẻ địch, kiếm khí có thể xuyên từ kẻ địch đầu tiên sang những kẻ địch khác với sát thương giảm dần 30% sau mỗi lần xuyên. Tất cả kẻ trúng đòn mất [SpillAttackEffect_param2_0]% Tốc Độ Đánh trong [SpillAttackEffect_param3_0]s.",
ThienTamKiemQuyet_level2_des,"Mỗi giây tăng [RaiseAttackSpeedOnTimeEffect_param1_1]% Tốc Độ Đánh cho bản thân, tối đa tăng [RaiseAttackSpeedOnTimeEffect_param2_1]%",
ThienTamKiemQuyet_level3_des,"Mỗi đòn đánh [SpillAttackEffect_param4_2]% Kháng Đánh Thường và [SpillAttackEffect_param4_2]% Kháng Võ Công của địch trong 2s, tối đa [SpillAttackEffect_param5_2]%",
VanPhatTrieuTong,Như Lai Thần Chưởng,
VanPhatTrieuTong_des,"Bắn [param1_0] chưởng lên mục tiêu có Sức Tấn Công lớn nhất, mỗi chưởng có bán kính ảnh hưởng là [param3_0]m, gây sát thương [param2_0]% sức tấn công mỗi chưởng.",
VanPhatTrieuTong_level2_des,Mỗi kẻ trúng đòn bị đánh ngã [KnockBackEffect_duration_0]s,
VanPhatTrieuTong_level3_des,Tỉ lệ Bạo Kích + [param4_2]% khi sử dụng chiêu này.,
VanPhatTrieuTong_level4_des,Bắn [param1_3] chưởng,
KimDinhPhatQuang,Kim Đỉnh Phật Quang,
KimDinhPhatQuang_des,Tạo vòng bảo vệ giúp toàn đội giảm [AddMagicalResistanceEffect_param1_0]% sát thương phải nhận và thêm [RaiseStatusResEffect_param1_0]% Kháng Trạng Thái Xấu trong [RaiseStatusResEffect_duration_0]s. Khi sử dụng thì giải hiệu ứng xấu cho bản thân và đồng đội ngay lập tức.,
KimDinhPhatQuang_level2_des,Cả đội được tăng [RaiseAtkSpeedEffect_param1_1]% Tốc Đánh,
KimDinhPhatQuang_level3_des,Hồi lại Sinh Lực theo [param1_2]% Sức Tấn Công bản thân cho toàn đội mỗi giây trong 5s,
PhanTamHangMa,Vạn Phật Triều Tông,
PhanTamHangMa_des,"Tạo vòng cương khí quanh người, kẻ địch trong bán kính [SendDmgAroundEffect_param2_0]m nhận sát thương bằng [SendDmgAroundEffect_param1_0]% Sinh Lực Tối Đa mỗi giây, sát thương bỏ qua Phòng Ngự nhưng bị giảm bởi Kháng Võ Công. Kẻ địch nếu bị Đạt Ma kết liễu sẽ không thể hồi sinh",
PhanTamHangMa_level2_des,Địch bị giảm [ReduceDefenseAuraEffect_param1_1]% Thủ,
PhanTamHangMa_level3_des,Mỗi đòn đánh thường của Đạt Ma có tỉ lệ [NormalAttackKnockbackEffect_param1_2]% khiến địch ngã ra đất [NormalAttackKnockbackEffect_param2_2]s.,
VanThuXuatVanThoai,La Hán Quyền,
VanThuXuatVanThoai_des,"Tung quyền về phía kẻ địch, đấm liên tục [param1_0] quyền cho 1 kẻ địch, gây sát thương [param2_0]% Công mỗi quyền. Địch bị Ngã - Trói Chân - Choáng - Ngủ thì chiêu thức bỏ qua 100% Kháng Võ Công.",
VanThuXuatVanThoai_level2_des,Chính xác tăng [param3_1] khi xuất chiêu,
VanThuXuatVanThoai_level3_des,Địch trong bán kính [param4_2]m quanh mục tiêu bị trói chân [param5_2]s.,
,,
LongTruSkill,Song Long Thiên Vũ,
LongTruSkill_des,Tiêu diệt toàn bộ kẻ địch xâm phạm đến Long Trụ,
,,
LinhTeNhatChi,Linh Tê Nhất Chỉ,
LinhTeNhatChi_des,"Chỉ pháp phòng ngự, trong [DamageImmuneEffect_duration_0]s hấp thu [DamageImmuneEffect_param1_0]% sát thương đến từ võ công của tất cả kẻ địch, bản thân vẫn tấn công và dùng võ công được bình thường.
Tốc độ tấn công tăng [RaiseAtkSpeedEffect_param1_0]%. Hết [DamageImmuneEffect_duration_0]s sẽ trả lại [DamageImmuneEffect_param3_0]% lượng sát thương đã hấp thu ra phạm vi [DamageImmuneEffect_param4_0]m quanh người, những kẻ trúng đòn bị Choáng [DamageImmuneEffect_param5_0]s",
LinhTeNhatChi_level2_des,Tốc độ tấn công tăng [RaiseAtkSpeedEffect_param1_1]%,
LinhTeNhatChi_level3_des,Những kẻ trúng đòn bị Choáng [DamageImmuneEffect_param5_2]s,
LinhTeNhatChi_level4_des,Sát thương phản ra xung quanh tăng thành [DamageImmuneEffect_param2_3]%,
TrienHonCamNaThu,Triền Hồn Cầm Nã Thủ,
TrienHonCamNaThu_des,Lục Tiểu Phụng khiến kẻ địch trong bán kính [param1_0]m quanh người phải tấn công mình trong [param2_0]s. Bản thân và đồng đội trong phạm vi [param1_0]m được hồi [RegenerateHPIntervalEffect_param1_0]% Sinh Lực Tối Đa mỗi giây trong [RegenerateHPIntervalEffect_duration_0]s,
TrienHonCamNaThu_level2_des,Bản thân và đồng đội được tăng [RaiseStatusResEffect_param1_1]% Kháng Trạng Thái Xấu,
TrienHonCamNaThu_level3_des,"Bản thân và đồng đội trong [param1_2]m được hồi [RegenerateHPIntervalEffect_param1_2]% Sinh Lực Tối Đa mỗi giây trong [param2_2]s, nếu dính hiệu ứng xấu thì hiệu quả tăng gấp đôi.",
PhungVuCuuThien,Phụng Vũ Cửu Thiên,
PhungVuCuuThien_des,"Nhảy ra sau lưng mục tiêu, gây sát thương [param1_0]% Công lên bán kính [param2_0]m quanh người địch, giải tất cả các hỗ trợ trên người địch và phá hủy khiên chắn. Có tỉ lệ [param3_0]% xuất chiêu xong thi triển ngay lập tức Triền Hồn Cầm Nã Thủ",
PhungVuCuuThien_level2_des,Kẻ trúng đòn mất [ReduceDefenseEffect_param1_1]% Công và [ReduceAtkEffect_param1_1]% Thủ trong 5s,
PhungVuCuuThien_level3_des,Có tác dụng với Bá Thể,
LacHoaLuuThuy,Lạc Hoa Lưu Thủy,
LacHoaLuuThuy_des,Tỉ lệ [LacHoaLuuThuyEffect_param1_0]% không nhận sát thương từ võ công của kẻ địch. Khi Máu xuống dưới [ReduceReceivedDmgByHPEffect_param1_0]% thì sát thương phải nhận giảm [ReduceReceivedDmgByHPEffect_param2_0]%,
LacHoaLuuThuy_level2_des,Chặn thành công Võ Công của địch thì Phá Nội Tại hắn trong 4s và tạo khiên chắn cho bản thân bằng [LacHoaLuuThuyEffect_param2_1]% Công. Khi Máu xuống dưới [ReduceReceivedDmgByHPEffect_param1_0]% thì sát thương phải nhận giảm [ReduceReceivedDmgByHPEffect_param2_1]%,
LacHoaLuuThuy_level3_des,"Khiên chắn tăng lên thành [LacHoaLuuThuyEffect_param2_2]% Công, Máu dưới [ReduceReceivedDmgByHPEffect_param1_0]% thì sát thương phải nhận giảm [ReduceReceivedDmgByHPEffect_param2_2]%",
LuuVanTongMong,Lưu Vân Tống Mộng,
LuuVanTongMong_des,"Dùng cước quét xuống đất 1 vòng, gây sát thương [param1_0]% Công lên [param2_0]m quanh mục tiêu, những kẻ trúng đòn bị giảm [ReduceDefenseEffect_param1_0]% Thủ trong [ReduceDefenseEffect_duration_0]s",
LuuVanTongMong_level2_des,Giảm [ReduceDefenseEffect_param1_1]% Thủ của kẻ trúng đòn,
LuuVanTongMong_level3_des,Sát thương tăng thành [param1_2]% và kẻ trúng đòn bị Choáng 3s,
LuuVanTongMong_level4_des,Kết thúc chiêu thì nhận Bá Thể [GodEffect_duration_0]s,
TrungVanTuHai,Trùng Vân Tụ Hải,
TrungVanTuHai_des,"Nhảy đến kẻ địch xa nhất, gây 1 đòn sát thương [param1_0]% Công và chắc chắn Bạo Kích lên hắn. Xuất chiêu xong thì tăng [AddEvasionEffect_param1_0]% Né và hồi lại [RegenerateHPIntervalEffect_param1_0]% Máu Tối đa mỗi giây trong 5s. Địch bị Phá Nội Tại 2s trước khi chiêu thức đến.",
TrungVanTuHai_level2_des,Né tăng [AddEvasionEffect_param1_1]%,
TrungVanTuHai_level3_des,Hồi máu tăng thành [RegenerateHPIntervalEffect_param1_2]% mỗi giây,
DanChiThanCong,Đàn Chỉ Thần Công,
DanChiThanCong_des,"Tốc độ đánh tăng [RaiseAtkSpeedEffect_param1_0]%, khi tấn công có tỉ lệ [DanChiThanCongEffect_param1_0]% khiến địch bị cấm đánh [DanChiThanCongEffect_param2_0]s và khi cấm đánh thì gây thêm sát thương bằng [DanChiThanCongEffect_param3_0]% Công",
DanChiThanCong_level2_des,Tốc độ đánh tăng [RaiseAtkSpeedEffect_param1_1]%,
DanChiThanCong_level3_des,"Tốc độ đánh tăng [RaiseAtkSpeedEffect_param1_2]%, tỉ lệ cấm đánh tăng thành [DanChiThanCongEffect_param1_2]%",
