KEY,Vietnamese,English
L1_HOITHOAI_12_DAN,"Thứ lỗi cho ta bất tài, nhưng bọn chúng thực sự quá mạnh.",
L1_HOITHOAI_13_DAN,Các vị hiệp khách hãy cứu lấy dân chúng!,
L1_HOITHOAI_14_DAN,Võ Lâm Trung Nguyên thật may mắn có được cao thủ như các huynh.,
L1_HOITHOAI_15_DOANDU,"Ngôi làng đã bị tàn phá hết rồi, lực lượng của chúng ta đang chống trả rất yếu ớt!",
L1_OBJECTIVE,Bảo vệ Nhạn Môn Quan,
,,
,,
L2_HOITHOAI_0_DOANDU,"Võ Đang Sơn đây rồi, nhưng sao hoang tàn vậy. Có lẽ chúng ta đã đến muộn.",
L2_HOITHOAI_1_CUNGBINH,"Nơi đây đã bị phong tỏa, các ngươi muốn chết à mà lao vào đây?",
L2_HOITHOAI_2_DOANDU,Kia có phải là Trương Vô Kỵ không nhỉ? Hãy giúp huynh ấy 1 tay!,
L2_HOITHOAI_3_TVK,"Đa tạ các huynh đệ. Võ Đang bị tấn công, ta đã bị thương nặng không thể làm gì.",
L2_HOITHOAI_4_BPMN,Tống binh kìa. Giết!,
L2_CON_1_1_DOANDU,"Hồng Thất Công, sao tiền bối lại ở đây, bên trong kia sao rồi?",
L2_CON_1_2_TLN,Bọn chúng cướp phá hết chính điện rồi. Không biết chúng đang tìm gì ở đây nữa?,
L2_HOITHOAI_5_DPBB,Cứu viện của Võ Đang à. Hahaha không còn ai để các ngươi cứu đâu!,
L2_HOITHOAI_6_DOANDU,"Võ Đang chính điện tan hoang rồi, các cao thủ đã bị hạ sát không thương tiếc.",
L2_HOITHOAI_7_YNCC,Bí kíp vô địch thiên hạ không thể ở trong tay lũ người Tống yếu đuối các ngươi.,
L2_CON_2_1_DOANDU,"Bọn chúng vào trong cấm địa rồi, nhanh lên thôi!",
L2_CON_2_2_TVK,"Lúc nãy chúng có nói đến bí kíp vô địch thiên hạ, ta lo chưởng môn đang gặp nguy. Mau lên đi theo ta vào mật đạo.",
L2_HOITHOAI_8_DAN,Mau đi cứu Thái Sư Phụ...,
L2_HOITHOAI_9_DAN,"Những kẻ này thật hung dữ, tại hạ tài hèn sức mọn không thể giúp được gì.",
L2_HOITHOAI_10_DOANDU,"Gã ma đầu Kim quốc kia, chắc hắn là chủ mưu vụ này!",
L2_HOITHOAI_11_TUT,"Mỗi khi thắng trận, chúng ta lại có 1 chút điểm kinh nghiệm để thăng cấp.",
L2_HOITHOAI_12_DAN,Các vị cao thủ hãy báo thù cho môn phái chúng ta!,
L2_OBJECTIVE,Giải cứu Võ Đang,
,,
,,
L3_HOITHOAI_0_DOANDU,Cấm địa Võ Đang ở nơi cheo leo thật. Bọn quân Kim vào được đến đây cũng không phải kẻ tầm thường.,
L3_CON_1_1_TVK,"Nhanh lên các huynh đệ, ta cảm thấy Thái Sư Phụ đang gặp rất nhiều nguy hiểm.",
L3_CON_1_2_TP,"Nơi này có nhiều bảo giáp được cất giấu dọc đường, chúng có thể có ích cho những trận chiến tiếp theo.",
L3_HOITHOAI_1_TVK,"Chờ đã, gã này có thuốc trị thương. Từ đây ta có thể tham gia chiến đấu cùng các huynh đệ.",
L3_CON_2_1_DOANDU,"Có kẻ lạ mặt, hắn ta không giống bọn Kim quốc. Ngươi là ai?",
L3_CON_2_2_DUONGMON,"Ta không phải kẻ thù. Ta thuộc Đường Môn, đang bí mật theo dõi bọn Kim quốc. Thuốc nổ này sẽ giúp phá cửa vào.",
L3_CON_2_3_TVK,Đa tạ đại hiệp. Có dịp ta sẽ tới tận môn phái để cảm tạ.,
L3_CON_3_1_TVK,Thái Sư Phụ ở kia rồi!,
L3_CON_3_2_DDN,Đây là nơi chứa Thái Cực Bí Kíp bí truyền của Võ Đang phái. Hãy lấy nó bằng cách đại phá trận đồ.,
L3_CON_3_3_HT,"Chúng ta mau lấy nó, không được để nó lọt vào tay quân Kim!",
L3_HOITHOAI_3_DD,Quả là bí kíp thần thánh. Với nó võ công của chúng ta ngày càng mạnh lên.,
L3_CON_4_1_TVK,Trương Chân Nhân có sao không!,
L3_CON_4_2_TTP,Ta đã bị nội thương khá nặng. Quân Kim đã lấy đi bảo vật của Võ Đang. Giờ nơi này sẽ trở thành bản doanh của lực lượng chiến đấu kháng Kim.,
L3_CON_4_3_TTP,"Hãy xoay tảng đá theo trận đồ bát quái, nó sẽ mở ra mật thất, sẽ là nơi chúng ta trú ẩn.",
L3_CON_5_1_TTP,Làm tốt lắm. Giờ ta sẽ vào trong trị thương. Các ngươi hãy đi giúp thành Đại Lý. Trước khi rút đi ta có nghe thấy bọn chúng nói sẽ tấn công vào đó.,
L3_CON_5_2_DD,Nguy rồi. Không biết phụ vương ta có sao không. Mọi người mau đi thôi!,
L3_OBJECTIVE,Mở đường vào Mật Đạo,
,,
,,
L4_QuestTitle_Main,Thành Đại Lý,
L4_CON_1_1_DD,Ngôi làng này tan hoang quá. Bọn Kim đã hoành hành ở đây không lâu.,
L4_CON_1_2_HT,Cẩn thận. Bọn chúng vẫn cử người canh gác ở đây.,
L4_HOITHOAI_0_DD,Chú ý! Phía trước có lính canh!,
L4_HOITHOAI_1_TUONGKIM,Lũ người Tống các ngươi có bản lĩnh gì thể hiện ra xem nào!,
L4_CON_2_1_TUONGKIM,"Hahaha. Khá lắm, hẹn gặp các ngươi khi khác!",
L4_CON_2_1_DD,Hắn cũng có thuật Lăng Ba Vi Bộ kìa!,
L4_HOITHOAI_2_DD,Thái Cực bí kíp lưu lạc khắp nơi. Phải thu lại hết trước khi bọn Kim binh chiếm được.,
L4_HOITHOAI_3_QT,"Các huynh đệ, bắt lấy chúng!",
L4_CON_3_1_DD,Ồ tưởng ai hóa ra Quách đại hiệp. Xin lỗi đã mạo phạm.,
L4_CON_3_2_QT,Xin lỗi các vị. Bọn ta đang phục kích bọn Kim binh. Xin hãy nhận lấy món quà thay lời tạ tội,
L4_HOITHOAI_4_DD,"Bọn chúng đốt phá khắp nơi, thật là tàn ác!",
L4_HOITHOAI_5_DD,"Kinh thành kia rồi. Bọn chúng đã cướp phá, dựng doanh trại ở khắp nơi quanh đây.",
L4_HOITHOAI_6_TUONGKIM,Các ngươi cứ chờ đấy. Lực lượng mạnh nhất của bọn ta sẽ đợi các ngươi ở cổng thành.,
L4_HOITHOAI_7_DD,Thương Nhân Thần Bí kìa. Thật may mắn mới gặp được ông ta.,
L4_CON_4_1_TNTB,"Thất phu vô tội, hoài bích kì tội. Nếu không có một thân công phu trên người, mang báu vật cũng giống như mang mối họa ngầm vậy.",
L4_CON_4_2_DD,Đa tạ! Tại hạ sẽ ghé thăm hàng ngày.,
L4_HOITHOAI_8_DD,"Lần này hắn đã không thể chạy thoát được rồi. Mau vào kinh thành, ta rất nóng lòng gặp phụ vương.",
L4_HOITHOAI_9_DTC,Thật đáng kinh ngạc về võ công của các ngươi. Nhưng ta đã bảo lính canh bịt chặt cổng thành rồi.,
L4_HOITHOAI_10_DTC,"Lũ người Tống yếu đuối. Về tập luyện thêm đi rồi ra gặp ta. Đường này không được đi, các ngươi muốn đi thì một là hạ được ta, hai là rẽ qua bên kia!",
L4_HOITHOAI_11_TUONGKIM,"Chặn bọn chúng lại, không để chúng vào thành!",
L4_CON_5_1_DD,"Lão Thái Giám, sao ông lại ở đây. Cha ta đâu rồi?",
L4_CON_5_2_TG,Kinh thành đã bị Kim quốc chiếm đóng. Bệ Hạ đang bị giam trong cung rồi. Hạ thần bí mật ra đón Điện Hạ đột phá vào thành qua đường hầm bí mật này.,
,,
,,
L5_CON_1_1_TG,Đường hầm này đã bỏ hoang hàng trăm năm nay. Cẩn thận bọn thảo khấu vẫn hay trú ngụ trong này.,
L5_CON_1_2_DD,Đa tạ lão thái giám đã dẫn đường!,
L5_HOITHOAI_0_DTC,Các ngươi định cướp của cướp sao!,
L5_HOITHOAI_1_PD,Gã kia là người hoàng thất. Các huynh đệ đâu cướp hết chúng cho ta.,
L5_HOITHOAI_2_DD,Hay quá. Chúng ta lại tìm được thêm Thái Cực bí kíp. Công lực chúng ta sẽ gia tăng nhanh chóng.,
L5_HOITHOAI_3_LB,"Lão bằng hữu Chu Bá Thông của ta vì ham vui nên bị bọn cướp bắt nhốt vào trong hầm này rồi. Hãy giúp ta cứu ông ta ra, ta sẽ thưởng công xứng đáng cho các ngươi. Ta giàu lắm đó.",
L5_HOITHOAI_4_NNH,Có kẻ xâm nhập! Giết chúng!,
L5_HOITHOAI_5_DD,Chìa khóa cửa đây rồi! Chúng ta rời khỏi đây mau!,
L5_HOITHOAI_6_DPBB,"Ta là Trại chủ của nơi này. Các ngươi khá lắm, nhưng sẽ không toàn mạng rời khỏi đây đâu!",
L5_HOITHOAI_7_DD,Cánh cửa này bị khóa rồi! Chúng ta phải tìm chìa của nó!,
L5_HOITHOAI_8_DD,Cuối cùng chúng ta cũng vào được kinh thành!,
L5_HOITHOAI_9_LB,"Tuyệt quá, ông già lẩm cẩm ấy đây rồi. Vật phẩm vừa rồi để thưởng cho công sức của các ngươi.",
L5_HOITHOAI_10_CBT,Đa tạ vì đã cứu lão già này. Ta bị giam ở đây từ lâu lắm rồi!,
L5_HOITHOAI_11_DD,Cơ quan này sẽ mở ra cánh cửa vào hầm bí mật. Cần phải có thứ gì chặn vào để giữ cho cửa mở.,
,,
L5_UP_ITEM_1,NHẤC THÙNG GỖ LÊN,
L5_DOWN_ITEM_1,ĐẶT THÙNG GỖ XUỐNG,
,,
L5_OBJECTIVE_1,Nhiệm vụ phụ,
L5_OBJECTIVE_1_name,Vào căn hầm bí mật,
L5_OBJECTIVE_2,Ra khỏi đường hầm,
L5_OBJECTIVE_1_Done,Quay lại gặp lái buôn,
,,
L6_Battle_QuachTinh1,Đám quân Kim các ngươi đã lọt được vào đây sao? Đã vậy thì đừng mong kẻ nào còn sống mà ra được ngoài thành!,
L6_Battle_QuachTinh2,"Thì ra là mọi người trở về cứu viện, mọi chuyện chỉ là hiểu lầm, mau hợp lực đẩy lùi đại quân của bọn chúng.",
L6_CAMPAIGN_MES_0,Đường hầm đã dẫn chúng ta vào bên trong thành.Quân Kim vẫn đang cướp phá ở bên trong. Chúng ta phải tiêu diệt bọn chúng thôi.,
L6_CAMPAIGN_MES_1,Có kẻ xâm nhập! Bắt chúng!,
L6_CAMPAIGN_MES_2,Chúng ta đã ở rất gần khu trung tâm. Quách Đại Hiệp chắc ở gần đây thôi.,
L6_CAMPAIGN_MES_3_SQ_In,Xin các vị hảo hán hãy giúp lão gia đoạt lại báu vật từ tay lũ ác bá!,
L6_CAMPAIGN_MES_4_SQ_Com,Đa tạ. Báu vật này là của quý gia truyền của nhà lão. Chắc lão sẽ phải đem nó đi chôn để giấu khỏi lũ ác bá kia quá...,
L6_CAMPAIGN_MES_5,Thêm một cuốn Bí Kíp nữa này!,
L6_CAMPAIGN_MES_6,Cổng thành đã bị khóa. Chúng ta phải tìm chìa khóa thôi.,
L6_CAMPAIGN_MES_7,Có chìa khóa trong người hắn. Có thể đây chính là chìa khóa để mở cổng thành.,
L6_CAMPAIGN_MES_8,Binh lính thành Đại Lý đang nhầm lẫn chúng ta với quân Kim? Bọn họ đã bị hoảng loạn quá rồi.,
L6_CAMPAIGN_MES_9,Tiếp viện của quân Kim? Bắt chúng!,
L6_CON_1_Linh,"Tất cả dừng tay. Người kia! Phải chăng chính là Vương Tử của Đại Lý, Đoàn Dự đó sao?",
L6_CON_2_DoanDu,Chính là ta đây. Ta và các cao thủ đến để giải vây cho thành. Nhưng vì cửa bị khóa chặt nên phải đột nhập vào từ đường hầm.,
L6_CON_3_Linh,Xin thứ lỗi cho chúng thần đã không nhận ra Điện Hạ. Quân Kim tấn công bất ngờ và đang vây hãm Quách Đại Hiệp trong thành. Mong mọi người cứu giúp.,
L6_NPC_Talk_1,Quân Kim đã bao vây thành nhiều ngày nay.,
L6_NPC_Talk_2,"Chạy mau, quân Kim đến rồi!",
L6_NPC_Talk_3,Ta sẽ ở lại quyết chiến với bọn chúng!,
L6_NPC_Talk_4,"Kẻ nào cũng lăm lăm Lang Nha Bổng, thật đáng sợ!",
L6_NPC_Talk_5,"Dự Nhi ta không sao đâu, không phải lo cho ta.",
L6_OBJECTIVE_1,Đột Nhập Vương Đô Đại Lý,
L6_SIDEQUEST_1,Tìm kẻ đánh cắp báu vật,
L6_SIDEQUEST_2,Tiêu diệt Ma Giáo,
L6_SIDEQUEST_1_Done,Trả lại báu vật,
,,
L7_CAMPAIGN_MES_0,"Những kẻ kia trông khả nghi quá, không lẽ chúng là do thám của quân Kim?",
L7_CAMPAIGN_MES_1,Đó là một thôn trang. Nhưng có vẻ như mọi người đã bỏ đi hết rồi.,
L7_CAMPAIGN_MES_2,Dừng lại! Bí kíp này là của bọn ta!,
L7_CAMPAIGN_MES_3,"Thôn trang này có một báu vật được chôn giấu. Ngay sau lưng tại hạ là cánh cửa dẫn đến báu vật. Nhưng nó chỉ có thể mở được bằng cách giải câu đố trong nhưng bức tượng quanh đây. Hãy giúp tại hạ giải đố, chúng ta sẽ cùng chia kho báu.",
L7_CAMPAIGN_MES_4,Chúng ta lại có thêm được một Bí Kíp.,
L7_CAMPAIGN_MES_5,Ta thấy có dấu hiệu của bọn Ma Giáo tại nơi này.,
L7_CAMPAIGN_MES_6,Đây là tượng Bồ Tát. Đài sen của người bị thiếu mất một cánh hoa.,
L7_CAMPAIGN_MES_7,Đây là tượng Chân Nhân. Cây phất trần của ông ấy đâu mất rồi.,
L7_CAMPAIGN_MES_8,Bức tượng tướng quân này tại sao lại mất 1 cánh tay vậy?,
L7_CAMPAIGN_MES_9,Làm tốt lắm. Phần của các vị đây!,
L7_CAMPAIGN_MES_10,Dừng! Muốn qua thì phải thắng ta đã!,
L7_CAMPAIGN_MES_11,"Chúng ta chưa có đủ Lệnh Bài, không thể cứ thế mà lên Chung Nam Sơn được! Các lệnh bài môn phái được giấu trong những chiếc rương quanh đây, mau đi tìm thôi!",
L7_CAMPAIGN_MES_12,Thêm một lệnh bài môn phái nữa!,
L7_CAMPAIGN_MES_13,Tên này có Lệnh Bài Môn Phái. Theo ta biết thì chúng ta phải có ít nhất 3 cái mới vào được bên trong Toàn Chân Giáo. Chúng ta phải tìm thêm thôi.,
L7_CON1_L1_TieuPhong,"Đây là Chung Nam Sơn, là nơi tọa lạc của Toàn Chân Giáo. Theo lời của Trương Chân Nhân, thì hộp gỗ mà chúng ta đoạt lại được vốn có nguồn gốc từ Toàn Chân Giáo.",
L7_CON1_L2_DoanDu,Nơi này hẻo lảnh quá. Hi vọng chúng ta sẽ tìm được dấu vết của bọn chúng.,
L7_UP_ITEM_1,“NHẶT TAY TƯỢNG LÊN”,
L7_DOWN_ITEM_1,“ĐẶT TAY TƯỢNG XUỐNG”,
L7_UP_ITEM_2,“NHẶT HOA SEN LÊN”,
L7_DOWN_ITEM_2,“ĐẶT HOA SEN XUỐNG”,
L7_UP_ITEM_3,“NHẶT PHẤT TRẦN LÊN”,
L7_DOWN_ITEM_3,“ĐẶT PHẤT TRẦN XUỐNG”,
,,
L7_OBJECTIVE_1,Chung Nam Sơn,
L7_OBJECTIVE_2,Nhiệm vụ phụ,
L7_OBJECTIVE_3,Tướng Quân,
L7_OBJECTIVE_4,Bồ Tát,
L7_OBJECTIVE_5,Chân Nhân,
L7_OBJECTIVE_2_Done,Quay lại gặp Thần Bí Nhân,
,,
L8_CAMPAIGN_MES_0,Chúng ta sắp tới được nơi tu luyện của các đạo sĩ Toàn Chân Giáo rồi. Hi vọng sẽ tìm được manh mối.,
L8_CAMPAIGN_MES_1,Phải chăng kia chính là Thiên Cang Bắc Đẩu Kiếm Trận?,
L8_CAMPAIGN_MES_2,Có một hòm bảo vật ở kia! Nhưng không biết làm cách nào để sang được!,
L8_CAMPAIGN_MES_3,Để ta lấy cho các người!,
L8_CAMPAIGN_MES_4,Cầu treo chỉ có thể hạ xuống từ bờ bên kia. Mau tìm cách khác!,
L8_CAMPAIGN_MES_5,"Đó là một đệ tử của Toàn Chân Giáo. Anh ta có vẻ bị thương khá nặng, chúng ta mau đến cứu đi!",
L8_CAMPAIGN_MES_6,"Ồ! Thân pháp của ngươi thực sự nhanh nhẹn, ngươi giúp được rất nhiều!",
L8_CAMPAIGN_MES_7,Tuyệt vời!,
L8_CAMPAIGN_MES_8,Cây cầu này cũng không thành vấn đề!,
L8_CAMPAIGN_MES_9,Tạm Biệt.,
L8_CAMPAIGN_MES_10,Để ta xử lý cây cầu!,
L8_CAMPAIGN_MES_13,Giờ thì chúng ta có thể thoát ra ngoài an toàn được rồi.,
L8_CAMPAIGN_MOB_1,Bảo vệ Toàn Chân GIáo!,
L8_CAMPAIGN_MOB_2,Quân đột nhập kìa! Ngăn chúng lại!,
L8_CAMPAIGN_MOB_3,Tiêu diệt chúng!!!,
L8_CAMPAIGN_MOB_4,Dừng lại! Đây là khu vực tuyệt mật. Không ai được qua!,
L8_CAMPAIGN_MES_11,"Đúng vậy. Để phá giải trận pháp này, các người cần phải đánh bại các đạo sĩ ở hai bên trận!",
L8_CAMPAIGN_MES_12,Hãy cẩn thận. Kiếm pháp của họ không dễ bị đánh bại đâu.,
L8_CON1_L1_DoanDu,Không ổn rồi. Toàn Chân Giáo đang nhầm lẫn chúng ta với những kẻ xâm nhập. Phải làm gì bây giờ?,
L8_CON1_L2_TPhong,"Toàn Chân Giáo xưa nay vẫn khó xâm nhập vì các đệ tử võ công đều cao cường, nay họ lại nghĩ chúng ta là kẻ đến từ Kim Quốc, xem ra muốn đuổi theo đám người kia thì phải vượt qua họ thôi.",
L8_CON1_L3_HuTruc,"Phải cẩn thận, ta nghe nói các đạo sĩ nơi này có thể thi triển Thiên Cang Bắc Đẩu Trận. Nếu họ làm được thì ta khó mà sống sót qua khỏi nơi đây.",
L8_CON1_L4_DoanDu,"Không sao, đệ biết cách phá giải trận pháp này",
,,
L8_CON2_L1_SS,"Đạo trưởng, chúng tôi xin lỗi vì đã phải chiến đấu với các người. Chúng tôi đang đuổi theo quân Kim để ngăn chặn chúng cướp báu vật từ các môn phái.",
L8_CON2_L2_MR,"Thì ra các vị là người chính đạo, các sư huynh đệ của ta trước đó đã bị bọn người Kim đả thương, chúng đi theo mật đạo để ra sau núi.",
L8_CON2_L3_MR,Chúng tôi không biết chúng là ai mà lại có võ công cao cường và kì lạ đến thế. Nên bắt buộc phải triển khai Thiên Cang Bắc Đẩu Trận để ngăn chặn. Không ngờ lại nhầm lẫn các vị với quân địch.,
L8_CON2_L4_MR,"Các vị cẩn thận, sau núi là địa bàn của phái Cổ Mộ, người trong phái này vốn không thích những ai đến từ bên ngoài, rất dễ xảy ra giao tranh.",
L8_CON2_L5_SS,Đa tạ! Chúng ta hãy cùng ra khỏi đây!,
,,
L8_OBJECTIVE_1,Tìm đường vào Toàn Chân GIáo,
L8_OBJECTIVE_2,Tìm đường thoát,
,,
L9_CAMPAIGN_MES_0,Nữ nhân này quá mạnh. Phải tìm đường khác nhanh!,
L9_CAMPAIGN_MES_1,Để đó cho ta!,
L9_CAMPAIGN_MES_2,Bộ phận này sẽ mở cầu treo nhưng không lâu đâu! Phải nhanh lên nó sẽ đóng lại ngay đấy!,
L9_CAMPAIGN_MES_3,Chúng ta không đủ nhanh! Thử lại lần nữa đi!,
L9_CAMPAIGN_MES_4,"Bộ phận này trông không bình thường, dường như nó thiếu gì đó!",
L9_CON1_L1_GR,"Người bên ngoài không được phép xông vào Cổ Mộ, nếu tiến thêm bước nữa sẽ chết!",
L9_CON1_L2_SS,Nữ nhân kia liệu có phải là người của quân Kim? Tấn công cô ta!,
L9_CON2_L1_SS,Lại là cô ta kìa! Chạy mau!,
L9_CON2_L2_GR,"Thì ra các người là những kẻ phá hoại đến từ nước Kim, đã vào đây thì đừng mong sống sót trở ra",
L9_CON2_L3_SS,Cô ta mạnh quá! Chúng ta hãy tìm đường khác.,
L9_CON3_L1_SS,Bánh xe này trông có vẻ hữu dụng. Giữ nó lại đi.,
L9_CON3_L2_GR,Vẫn cố đi vào sao? Thì ra các người chọn cái chết?,
L9_CON3_L3_SS,Trời ơi! Lại là cô ta chặn đường rồi!,
L9_CON3_L4_MR,Đây! Lối này! Nhanh lên!,
L9_CAMPAIGN_MES_5,Những tên Hắc Y Nhân kia đang tấn công các nữ hiệp của phái Cổ Mộ. Nữ nhân ban nãy chắc nhầm ta với bọn chúng. Ta phải cứu họ thì mới có thể nói chuyện được với cô ấy.,
L9_CON4_L1_DR,"Dừng lại, ta sẽ không để các người sống sót đi ra khỏi đây!",
L9_CON4_L2_SS,"Nữ hiệp, xin hãy nghe chúng tôi!",
L9_CON5_L1,Cô có sao không?,
L9_CON5_L2,Ta... không sao. Tên Hắc Y ban nãy tấn công cả các người. Hóa ra các người không phải đồng bọn sao?,
L9_CON5_L3,"Đúng vậy, chúng tôi vào đây để...  Nhưng bọn chúng đã chạy thoát mất rồi. Chúng ta vừa mới mất dấu chúng, không rõ chúng định tiến tới đâu.",
L9_CON5_L4,"Khoan đã, ban nãy hắn có làm rơi một lệnh bài xuống đất..Đây là... Luận Kiếm Lệnh, chẳng lẽ những kẻ đó đang nhắm đến Hoa Sơn Luận Kiếm?",
